"d__Viruses,-__Retro_transcribing_viruses,f__Hepadnaviridae,g__Orthohepadnavirus,s__Hepatitis_B_virus",0.001230205985690244
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Orthoretrovirinae,g__Deltaretrovirus,-__unclassified_Deltaretrovirus,s__Human_T_lymphotropic_virus_4",0.0005454100919674258
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Orthoretrovirinae,g__Deltaretrovirus,s__Primate_T_lymphotropic_virus_1",0.00067772360172443
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Orthoretrovirinae,g__Deltaretrovirus,s__Primate_T_lymphotropic_virus_2",0.0006867550354196262
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Orthoretrovirinae,g__Deltaretrovirus,s__Primate_T_lymphotropic_virus_3",0.0006491734798521014
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Orthoretrovirinae,g__Gammaretrovirus,-__Mammalian_gammaretrovirus_group,-__Replication_competent_viruses,s__Murine_leukemia_virus",0.00042236071482204535
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Orthoretrovirinae,g__Gammaretrovirus,-__Mammalian_gammaretrovirus_group,-__Replication_competent_viruses,s__Porcine_type_C_oncovirus",0.00020633833860121364
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Orthoretrovirinae,g__Gammaretrovirus,-__unclassified_Gammaretrovirus,s__Murine_leukemia_related_retroviruses",0.00039417373676702455
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Orthoretrovirinae,g__Lentivirus,-__Primate_lentivirus_group,-__unclassified_Primate_lentivirus_group,s__Human_immunodeficiency_virus",0.0008527330092947898
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Orthoretrovirinae,g__Lentivirus,-__Primate_lentivirus_group,s__Human_immunodeficiency_virus_1",0.0019290012380157198
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Orthoretrovirinae,g__Lentivirus,-__Primate_lentivirus_group,s__Human_immunodeficiency_virus_2",0.001213983573284774
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Spumaretrovirinae,g__Spumavirus,s__African_green_monkey_simian_foamy_virus",0.0007233374980037763
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Spumaretrovirinae,g__Spumavirus,s__Macaque_simian_foamy_virus",0.000751597143930853
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__Spumaretrovirinae,g__Spumavirus,s__Simian_foamy_virus",0.0009960814531512821
"d__Viruses,-__Retro_transcribing_viruses,f__Retroviridae,-__unclassified_Retroviridae,-__Human_endogenous_retroviruses,s__Human_endogenous_retrovirus_K",1.87522268269357e-05
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Adenoviridae,g__Mastadenovirus,s__Human_mastadenovirus_A",0.0031483856150356943
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Adenoviridae,g__Mastadenovirus,s__Human_mastadenovirus_B",0.0037896231483613477
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Adenoviridae,g__Mastadenovirus,s__Human_mastadenovirus_C",0.0034769115830004887
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Adenoviridae,g__Mastadenovirus,s__Human_mastadenovirus_D",0.0036448741559238795
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Adenoviridae,g__Mastadenovirus,s__Human_mastadenovirus_E",0.0034330977473892156
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Adenoviridae,g__Mastadenovirus,s__Human_mastadenovirus_F",0.0029052265407735166
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Adenoviridae,g__Mastadenovirus,s__Human_mastadenovirus_G",0.0025875321054490944
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Adenoviridae,g__Mastadenovirus,s__Platyrrhini_mastadenovirus_A",0.0015483111060450624
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus",0.001035430550849053
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus_type_136",0.0005542872711216332
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus_type_140",0.00047899467470626357
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus_type_141",0.00047918819881612325
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus_type_143",0.0013839124912320613
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus_type_145",0.0012011841595021234
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus_type_154",0.0005073900420006201
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus_type_155",0.0005073423715437301
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus_type_179",0.0004694394892498357
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus_type_197",0.0006389776357827476
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,-__unclassified_Papillomaviridae,-__Human_papillomavirus_types,s__Human_papillomavirus_type_78",0.0013488995069867295
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_1",0.0014620715845438147
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_10",0.0016350587005085793
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_11",0.0014540961794335678
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_13",0.0011942335579629788
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_14",0.00144405704025309
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_2",0.0016177072330545168
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_3",0.0017308277541083384
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_4",0.0014432480677566987
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_5",0.0017985440357805586
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_6",0.0016364432097121001
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_7",0.0021379962012388924
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_8",0.001499165022013056
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Alphapapillomavirus,s__Alphapapillomavirus_9",0.0023404661826518917
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Betapapillomavirus,-__unclassified_Betapapillomavirus,s__Colobus_monkey_papillomavirus",0.001174164591362315
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Betapapillomavirus,s__Betapapillomavirus_1",0.002035303964087347
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Betapapillomavirus,s__Betapapillomavirus_2",0.001936494375622953
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Betapapillomavirus,s__Betapapillomavirus_3",0.0013823793968659754
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Betapapillomavirus,s__Betapapillomavirus_4",0.0009733785686609902
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Betapapillomavirus,s__Betapapillomavirus_5",0.0011530863964159806
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Betapapillomavirus,s__Betapapillomavirus_6",0.001067447572265256
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,-__unclassified_Gammapapillomavirus,s__Human_papillomavirus_KC5",0.0005635496111507683
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,-__unclassified_Gammapapillomavirus,s__Human_papillomavirus_type_201",0.0006012607686743139
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_1",0.0011486461040183782
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_10",0.0008848474579462125
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_11",0.0005261180007515971
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_12",0.0008275343238668422
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_13",0.0006481003146573992
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_14",0.0006104891426854009
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_15",0.0006387975575387506
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_16",0.00040380895141145317
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_17",0.0005635231467132513
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_18",0.0003941108577541311
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_19",0.0005917993518388051
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_2",0.0008928067966092138
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_20",0.0007237386269644334
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_21",0.00040357018836403906
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_22",0.00026263213679382437
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_24",0.0006013568113055081
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_3",0.0007231540787768366
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_4",0.0008363718377626583
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_5",0.000563565491006434
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_6",0.0006585322257448469
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_7",0.0007812867698969267
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_8",0.000733862090377939
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Gammapapillomavirus,s__Gammapapillomavirus_9",0.0005166114049012332
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Mupapillomavirus,s__Mupapillomavirus_1",0.000969083416442429
"d__Viruses,-__dsDNA_viruses__no_RNA_stage,f__Papillomaviridae,g__Mupapillomavirus,s__Mupapillomavirus_2",0.0009589710804407506
